job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
Autonomous Systems Engineer,136519,USD,MI,CT,Switzerland,S,Switzerland,100,"R, SQL, Tableau",Master,3,Government,2024-07-15,2024-09-16,547,6.2,Predictive Systems
Deep Learning Engineer,49871,USD,EN,CT,South Korea,L,South Korea,0,"Kubernetes, Python, Tableau",Associate,1,Automotive,2025-03-30,2025-05-24,2127,5.8,Cloud AI Solutions
AI Architect,51087,USD,SE,FT,China,M,China,50,"Data Visualization, Git, Kubernetes, Spark, R",PhD,8,Government,2024-01-22,2024-02-24,1657,7.2,Autonomous Tech
NLP Engineer,36397,USD,MI,PT,China,S,China,100,"NLP, Tableau, Docker, MLOps, Data Visualization",Master,4,Gaming,2025-03-20,2025-05-18,863,9.6,Advanced Robotics
Machine Learning Engineer,166402,EUR,SE,CT,Netherlands,L,Netherlands,100,"Linux, R, Scala, Azure, SQL",Bachelor,6,Media,2024-08-30,2024-10-23,1184,8.5,AI Innovations
NLP Engineer,109810,GBP,SE,FT,United Kingdom,M,United Kingdom,50,"Mathematics, AWS, NLP",Master,9,Transportation,2024-09-29,2024-10-15,1683,9.8,Algorithmic Solutions
NLP Engineer,68085,USD,MI,PT,Japan,M,India,50,"Java, PyTorch, Kubernetes, TensorFlow, GCP",Bachelor,2,Technology,2025-01-12,2025-02-16,671,9.3,Smart Analytics
AI Specialist,54696,USD,MI,FT,Israel,S,Israel,0,"Java, Deep Learning, Python, Git",Master,2,Gaming,2025-01-23,2025-04-02,1906,8.5,Cloud AI Solutions
AI Software Engineer,165333,CAD,SE,FL,Canada,L,Australia,0,"Linux, Spark, TensorFlow",Associate,9,Energy,2024-09-01,2024-10-26,2165,6.6,Autonomous Tech
AI Consultant,199896,JPY,EX,CT,Japan,S,Japan,100,"Tableau, Computer Vision, Statistics",Associate,10,Healthcare,2024-06-16,2024-08-02,1371,8.0,Advanced Robotics
ML Ops Engineer,116059,SGD,MI,PT,Singapore,M,Singapore,50,"Python, TensorFlow, Azure, Computer Vision, Git",PhD,4,Retail,2024-07-05,2024-08-28,810,9.1,Advanced Robotics
Deep Learning Engineer,117984,GBP,SE,PT,United Kingdom,M,United Kingdom,50,"Scala, Docker, AWS, Kubernetes, Python",Associate,7,Technology,2024-09-21,2024-11-26,1634,6.4,AI Innovations
AI Product Manager,69472,USD,MI,FL,Japan,S,Finland,0,"Python, Linux, Scala, Hadoop, TensorFlow",Bachelor,2,Finance,2025-04-03,2025-05-24,921,7.3,TechCorp Inc
AI Consultant,99681,JPY,MI,PT,Japan,M,Japan,0,"Linux, PyTorch, SQL, Java",PhD,2,Consulting,2024-10-01,2024-11-26,2486,5.6,Future Systems
Machine Learning Researcher,145495,SGD,SE,FT,Singapore,M,Singapore,0,"NLP, Hadoop, Linux",Bachelor,8,Healthcare,2024-10-25,2024-12-07,1094,5.0,Algorithmic Solutions
Principal Data Scientist,143701,USD,SE,CT,Israel,M,Israel,100,"Tableau, SQL, Scala, Azure",Associate,8,Media,2025-04-04,2025-06-14,557,6.2,DataVision Ltd
AI Software Engineer,119839,USD,SE,CT,Canada,L,United Kingdom,0,"Hadoop, Deep Learning, GCP",Bachelor,9,Energy,2024-02-18,2024-03-27,883,6.1,Cognitive Computing
AI Specialist,57593,USD,EN,CT,Israel,L,Ukraine,100,"Python, Kubernetes, AWS",Bachelor,0,Real Estate,2024-09-14,2024-09-30,912,6.9,Algorithmic Solutions
ML Ops Engineer,47189,EUR,EN,FT,France,S,South Korea,100,"Scala, AWS, MLOps, PyTorch, Docker",Bachelor,1,Technology,2024-11-23,2025-01-09,1694,6.0,Future Systems
Robotics Engineer,155456,GBP,SE,CT,United Kingdom,L,Ireland,0,"Mathematics, R, Hadoop, MLOps, Deep Learning",Bachelor,7,Consulting,2024-11-09,2024-12-29,2179,9.4,Quantum Computing Inc
Computer Vision Engineer,74324,EUR,MI,PT,France,M,France,0,"Git, R, Spark, NLP",Master,2,Media,2024-10-25,2024-12-19,560,6.7,Cloud AI Solutions
Computer Vision Engineer,155809,AUD,SE,PT,Australia,L,Australia,50,"PyTorch, Git, GCP",Master,8,Automotive,2024-04-25,2024-06-11,1358,5.6,Future Systems
Data Engineer,136750,JPY,SE,CT,Japan,M,Japan,0,"Tableau, Linux, TensorFlow, MLOps",Associate,7,Consulting,2024-03-17,2024-04-10,939,6.6,Neural Networks Co
Machine Learning Engineer,41702,USD,EN,PT,Austria,S,Austria,0,"MLOps, R, Scala, Azure",Master,1,Retail,2024-05-18,2024-07-22,702,8.7,Cognitive Computing
Deep Learning Engineer,110236,USD,SE,FT,Sweden,S,Sweden,50,"Kubernetes, Deep Learning, Computer Vision",Bachelor,6,Real Estate,2025-03-18,2025-04-23,2000,8.3,Predictive Systems
Head of AI,46985,USD,EN,FL,Finland,S,Finland,50,"Scala, Python, Mathematics, Linux, AWS",PhD,0,Government,2024-07-06,2024-07-28,708,8.8,TechCorp Inc
Data Scientist,93400,USD,MI,FT,Ireland,S,Ireland,0,"Scala, Azure, Data Visualization, PyTorch, Git",Bachelor,4,Government,2024-11-09,2025-01-08,1829,5.7,Machine Intelligence Group
Robotics Engineer,235308,USD,EX,CT,Switzerland,S,Switzerland,50,"Scala, Hadoop, R, Deep Learning, GCP",Associate,12,Media,2025-01-01,2025-02-22,1105,8.1,Quantum Computing Inc
Deep Learning Engineer,258351,USD,EX,FL,United States,M,United States,50,"Python, TensorFlow, Scala, Deep Learning",Associate,14,Transportation,2024-12-24,2025-02-14,2412,8.3,AI Innovations
Machine Learning Researcher,58608,USD,MI,FL,South Korea,M,India,100,"Python, TensorFlow, Tableau",Bachelor,3,Finance,2024-04-23,2024-06-06,1454,6.2,Predictive Systems
Machine Learning Engineer,215627,GBP,EX,FT,United Kingdom,M,United Kingdom,50,"Git, Scala, GCP",PhD,10,Government,2025-01-18,2025-03-20,902,7.8,DeepTech Ventures
Autonomous Systems Engineer,76406,EUR,MI,FL,Germany,S,Switzerland,50,"SQL, AWS, Git, PyTorch",Master,4,Consulting,2024-11-22,2025-01-16,1124,7.6,AI Innovations
Autonomous Systems Engineer,90803,USD,MI,FT,Ireland,S,India,100,"R, GCP, Computer Vision, Statistics",Bachelor,2,Gaming,2024-10-05,2024-10-29,983,7.6,Machine Intelligence Group
Deep Learning Engineer,139280,USD,SE,PT,Australia,L,Australia,50,"Mathematics, GCP, AWS, Git, Python",Associate,9,Transportation,2024-09-06,2024-11-10,1610,5.7,Quantum Computing Inc
AI Consultant,110152,USD,MI,CT,United States,L,United States,0,"Tableau, Azure, R, NLP",Bachelor,4,Gaming,2024-02-24,2024-03-27,976,8.9,Cognitive Computing
Data Analyst,34670,USD,EN,CT,India,S,India,0,"NLP, Kubernetes, PyTorch, Mathematics",PhD,0,Energy,2025-04-15,2025-05-03,843,9.6,TechCorp Inc
Robotics Engineer,92631,USD,MI,CT,United States,M,United States,50,"AWS, Java, Python, GCP, Tableau",Associate,2,Transportation,2024-12-12,2025-01-11,2185,7.0,Cloud AI Solutions
Machine Learning Researcher,58310,JPY,EN,FL,Japan,M,Japan,0,"R, Docker, NLP, AWS, Hadoop",Bachelor,0,Retail,2024-09-22,2024-11-09,2121,9.9,TechCorp Inc
AI Consultant,164191,JPY,SE,CT,Japan,L,Japan,100,"R, Linux, SQL, PyTorch, AWS",Bachelor,7,Technology,2024-01-02,2024-03-03,1513,7.5,DataVision Ltd
Deep Learning Engineer,103759,USD,MI,PT,Australia,L,Australia,0,"Git, Docker, PyTorch, AWS, Kubernetes",Master,3,Energy,2024-03-28,2024-04-24,1923,8.7,TechCorp Inc
Research Scientist,27068,USD,MI,PT,India,M,India,100,"Spark, Statistics, PyTorch",Bachelor,4,Retail,2024-08-27,2024-11-08,2145,9.7,Neural Networks Co
Machine Learning Researcher,89995,USD,MI,CT,Norway,S,Norway,0,"TensorFlow, Statistics, R, Docker, Java",Bachelor,2,Government,2024-04-21,2024-06-17,641,5.6,Neural Networks Co
AI Architect,82411,USD,SE,FT,China,S,China,0,"PyTorch, Kubernetes, Python",Bachelor,7,Manufacturing,2024-07-30,2024-09-11,1034,5.5,Advanced Robotics
Computer Vision Engineer,112749,EUR,SE,FL,Germany,M,Turkey,0,"Hadoop, Git, Computer Vision, R, Java",PhD,6,Education,2024-09-09,2024-11-10,2317,7.4,DataVision Ltd
AI Software Engineer,80745,SGD,MI,CT,Singapore,S,Singapore,50,"Kubernetes, Python, TensorFlow, Statistics",Associate,4,Technology,2024-01-28,2024-03-23,1996,6.0,Digital Transformation LLC
Autonomous Systems Engineer,133414,USD,MI,CT,Switzerland,S,Switzerland,50,"R, SQL, Kubernetes, Data Visualization, Scala",Master,4,Government,2025-04-05,2025-05-22,2242,6.3,Autonomous Tech
Data Analyst,25917,USD,MI,CT,India,S,India,0,"SQL, GCP, MLOps",Associate,2,Retail,2024-05-29,2024-06-28,2476,5.5,Cognitive Computing
Principal Data Scientist,90172,USD,SE,FT,Israel,L,India,50,"Kubernetes, Python, TensorFlow",Associate,7,Consulting,2024-01-14,2024-03-18,1788,5.7,Neural Networks Co
Head of AI,171534,USD,SE,FT,Norway,L,Norway,100,"Linux, Java, Computer Vision",Bachelor,9,Automotive,2024-03-15,2024-05-14,1757,6.0,Advanced Robotics
Data Engineer,158889,USD,SE,FT,United States,L,Netherlands,100,"AWS, Hadoop, Deep Learning, Mathematics, SQL",Master,9,Technology,2024-01-20,2024-03-27,1615,6.4,Future Systems
Machine Learning Engineer,174494,EUR,EX,CT,France,S,Norway,50,"Azure, MLOps, TensorFlow, Kubernetes, SQL",Associate,14,Healthcare,2025-01-31,2025-03-04,1004,6.0,Advanced Robotics
Machine Learning Engineer,108147,GBP,SE,FL,United Kingdom,M,Switzerland,100,"MLOps, Kubernetes, R",Associate,6,Finance,2025-02-07,2025-02-25,690,5.1,Future Systems
Autonomous Systems Engineer,48227,USD,MI,PT,India,S,India,50,"GCP, SQL, Scala, NLP",Associate,4,Technology,2024-11-30,2024-12-30,688,6.3,Machine Intelligence Group
Data Analyst,68584,GBP,EN,CT,United Kingdom,L,Finland,0,"Docker, NLP, R",Associate,0,Energy,2024-07-31,2024-09-29,2029,5.5,Digital Transformation LLC
Data Engineer,113020,EUR,SE,CT,Austria,L,Austria,0,"Data Visualization, Kubernetes, Deep Learning",Associate,5,Consulting,2024-12-27,2025-01-23,753,9.3,Machine Intelligence Group
Robotics Engineer,134292,USD,EX,FT,Israel,S,Israel,0,"NLP, Git, Tableau, GCP",Bachelor,13,Government,2024-11-14,2025-01-17,696,8.4,Cognitive Computing
ML Ops Engineer,209397,USD,EX,PT,Denmark,M,Denmark,0,"R, Python, Java, Scala, Data Visualization",Master,10,Telecommunications,2024-05-17,2024-06-04,969,6.4,Cognitive Computing
Principal Data Scientist,88509,EUR,MI,PT,France,M,France,100,"PyTorch, R, Computer Vision, Scala",Associate,2,Healthcare,2024-01-14,2024-03-05,2308,8.5,Digital Transformation LLC
Computer Vision Engineer,102088,EUR,MI,CT,France,L,France,100,"Azure, GCP, SQL, Deep Learning, PyTorch",Associate,3,Healthcare,2025-04-02,2025-06-03,1698,6.4,Advanced Robotics
Data Scientist,131854,USD,SE,CT,United States,M,United States,100,"Data Visualization, MLOps, Tableau, PyTorch",Associate,9,Manufacturing,2025-01-27,2025-04-02,533,9.5,DataVision Ltd
AI Architect,81558,AUD,MI,PT,Australia,S,Portugal,50,"Python, Kubernetes, Deep Learning, AWS, MLOps",Master,4,Media,2024-06-03,2024-07-17,1216,9.3,Cognitive Computing
Data Analyst,43857,USD,EN,FT,Ireland,S,Netherlands,0,"Docker, Git, Python",Associate,1,Automotive,2024-01-15,2024-02-07,1909,8.8,Cognitive Computing
Principal Data Scientist,64035,USD,EN,FT,Singapore,S,Singapore,0,"Mathematics, Hadoop, Docker",Master,1,Government,2024-04-27,2024-06-13,1887,8.9,Algorithmic Solutions
ML Ops Engineer,117521,EUR,SE,CT,Netherlands,S,United Kingdom,0,"Tableau, PyTorch, Git, Linux",Associate,6,Finance,2025-01-06,2025-03-13,1254,9.2,Advanced Robotics
AI Architect,73469,USD,MI,PT,Finland,M,Finland,0,"Java, Computer Vision, Python, Kubernetes",Associate,3,Transportation,2024-09-13,2024-10-05,513,8.1,Quantum Computing Inc
AI Specialist,90585,EUR,SE,FL,Austria,S,United Kingdom,0,"Python, Azure, TensorFlow, Statistics",Bachelor,8,Finance,2024-12-16,2025-01-28,694,7.3,Cognitive Computing
Autonomous Systems Engineer,63509,USD,EN,PT,Israel,M,Israel,100,"Hadoop, Deep Learning, Scala, Python",Master,1,Transportation,2024-08-10,2024-09-13,1368,6.5,Algorithmic Solutions
Autonomous Systems Engineer,31203,USD,MI,FT,India,M,India,50,"Data Visualization, SQL, Scala, Tableau, Git",Bachelor,2,Energy,2024-02-27,2024-04-03,1073,5.4,Digital Transformation LLC
Robotics Engineer,129728,SGD,SE,PT,Singapore,S,Singapore,0,"SQL, NLP, Hadoop",Bachelor,7,Gaming,2024-12-01,2025-01-12,2243,9.7,Cloud AI Solutions
Data Engineer,91092,EUR,MI,CT,Netherlands,L,Japan,0,"Azure, Git, R",Master,2,Manufacturing,2024-03-09,2024-04-22,782,9.3,Cloud AI Solutions
Computer Vision Engineer,218360,USD,EX,FT,Norway,M,Norway,0,"Kubernetes, R, AWS, Mathematics, Statistics",Bachelor,12,Healthcare,2025-04-06,2025-04-26,2264,9.8,Digital Transformation LLC
AI Architect,173811,CHF,SE,PT,Switzerland,S,Switzerland,0,"Python, PyTorch, Linux",Associate,7,Retail,2025-04-24,2025-05-21,1883,6.7,Cognitive Computing
NLP Engineer,196418,USD,EX,FT,United States,M,Finland,100,"Java, Computer Vision, TensorFlow, Kubernetes, R",Master,15,Manufacturing,2024-12-15,2025-02-02,782,9.9,Smart Analytics
Data Scientist,165715,USD,EX,CT,South Korea,L,South Korea,50,"Hadoop, AWS, Tableau",PhD,11,Media,2025-04-16,2025-06-27,1992,8.5,Predictive Systems
NLP Engineer,102535,USD,MI,CT,United States,S,United States,0,"Scala, Python, Linux, Tableau, Computer Vision",Bachelor,4,Energy,2024-01-04,2024-03-09,2029,7.7,DeepTech Ventures
AI Research Scientist,129667,USD,SE,CT,Ireland,M,South Korea,50,"Hadoop, Data Visualization, SQL, MLOps",Bachelor,7,Real Estate,2024-01-26,2024-02-17,2455,5.6,Cognitive Computing
Computer Vision Engineer,171132,USD,EX,PT,Ireland,L,Ireland,50,"TensorFlow, SQL, Linux, AWS",Bachelor,16,Manufacturing,2025-02-27,2025-04-11,1249,9.4,Machine Intelligence Group
Robotics Engineer,153448,USD,MI,CT,Norway,L,Norway,0,"Scala, Java, MLOps",Associate,4,Telecommunications,2024-02-02,2024-02-24,1035,5.9,Predictive Systems
Deep Learning Engineer,76971,USD,MI,FT,Israel,S,Belgium,0,"Python, Scala, Deep Learning",Associate,3,Automotive,2024-07-08,2024-07-26,1221,6.3,DeepTech Ventures
Computer Vision Engineer,145411,EUR,SE,FT,Netherlands,S,Netherlands,50,"TensorFlow, SQL, Deep Learning, R",PhD,8,Manufacturing,2025-03-20,2025-05-19,1854,6.4,Advanced Robotics
Computer Vision Engineer,110170,USD,MI,CT,Sweden,M,India,100,"Linux, Docker, R, Git, AWS",PhD,4,Gaming,2025-01-06,2025-02-21,2429,7.4,DataVision Ltd
Robotics Engineer,227155,USD,EX,PT,Singapore,L,Singapore,50,"Java, Git, NLP, SQL",Bachelor,14,Transportation,2024-09-28,2024-10-13,909,8.8,Advanced Robotics
Machine Learning Engineer,85696,GBP,EN,FT,United Kingdom,L,United Kingdom,50,"Azure, SQL, Statistics, Tableau, Computer Vision",PhD,1,Transportation,2025-04-16,2025-05-26,694,6.5,Autonomous Tech
AI Specialist,63954,USD,EN,FT,Ireland,L,Ireland,100,"Python, Scala, Deep Learning, GCP, Spark",Master,0,Manufacturing,2024-07-06,2024-08-29,1499,7.2,Machine Intelligence Group
AI Specialist,136959,USD,SE,FT,Ireland,L,Ireland,100,"Mathematics, Git, Statistics",Associate,6,Transportation,2024-02-22,2024-04-03,2084,7.6,Predictive Systems
Machine Learning Engineer,88367,USD,MI,FT,Canada,S,Austria,100,"Computer Vision, Kubernetes, Linux",PhD,2,Technology,2024-06-07,2024-08-01,559,5.7,Predictive Systems
AI Product Manager,190518,AUD,EX,FT,Australia,M,Australia,0,"Hadoop, Spark, PyTorch",Associate,15,Energy,2024-01-19,2024-02-10,880,9.8,Machine Intelligence Group
Robotics Engineer,84127,USD,MI,FT,Sweden,L,Sweden,0,"SQL, GCP, AWS, Tableau",Associate,3,Education,2024-04-23,2024-06-15,1681,9.4,Advanced Robotics
Principal Data Scientist,117158,EUR,MI,PT,Netherlands,L,Philippines,50,"Python, TensorFlow, Git, Computer Vision, Azure",Master,2,Consulting,2024-11-19,2024-12-17,1918,6.4,Future Systems
ML Ops Engineer,150623,GBP,SE,PT,United Kingdom,M,Netherlands,50,"Python, TensorFlow, Deep Learning, Git",Master,7,Media,2025-02-16,2025-04-08,910,7.9,Future Systems
Research Scientist,87827,GBP,MI,CT,United Kingdom,M,China,100,"Scala, R, AWS",Bachelor,4,Government,2025-03-13,2025-05-19,859,5.3,Digital Transformation LLC
Autonomous Systems Engineer,59811,USD,EN,FT,South Korea,L,South Korea,100,"Mathematics, Kubernetes, Java, Docker, Linux",PhD,0,Consulting,2024-11-23,2025-01-07,1593,5.7,Predictive Systems
Machine Learning Engineer,90724,CAD,MI,PT,Canada,S,Belgium,0,"Python, GCP, TensorFlow, Spark, AWS",Master,3,Telecommunications,2024-06-29,2024-08-26,1928,7.8,Cloud AI Solutions
Machine Learning Engineer,39178,USD,EN,FT,South Korea,S,India,50,"R, SQL, MLOps, Statistics, GCP",Bachelor,1,Consulting,2024-02-25,2024-04-07,2194,8.4,Machine Intelligence Group
Principal Data Scientist,57537,USD,EN,FT,Australia,S,Australia,50,"Java, PyTorch, R",Associate,1,Energy,2024-01-05,2024-02-24,2108,5.5,Digital Transformation LLC
Autonomous Systems Engineer,85781,USD,MI,FT,United States,M,United States,0,"Python, GCP, R, Mathematics",PhD,2,Media,2025-02-06,2025-03-23,1698,7.7,Cloud AI Solutions
AI Software Engineer,66570,USD,EN,CT,Sweden,S,Philippines,50,"Computer Vision, GCP, Tableau",Master,1,Telecommunications,2024-07-07,2024-09-08,1957,5.9,Digital Transformation LLC
Data Engineer,44300,USD,EN,CT,Austria,M,Austria,0,"Data Visualization, Java, Linux, Computer Vision",Bachelor,1,Gaming,2025-01-12,2025-03-10,797,6.7,TechCorp Inc
Data Analyst,164623,USD,SE,CT,Norway,L,Norway,0,"Python, SQL, Computer Vision, Mathematics, TensorFlow",Master,5,Education,2024-12-11,2025-01-19,2283,7.2,Advanced Robotics
AI Product Manager,57201,CAD,EN,PT,Canada,L,Canada,0,"Linux, Tableau, MLOps, Azure",Bachelor,1,Healthcare,2024-12-08,2025-01-30,1408,6.3,AI Innovations
Data Scientist,62153,USD,MI,FT,Israel,S,United States,50,"SQL, Spark, Data Visualization, Kubernetes",Bachelor,2,Technology,2024-09-28,2024-11-15,1006,8.4,Predictive Systems
Deep Learning Engineer,129508,GBP,SE,FT,United Kingdom,M,United Kingdom,0,"Linux, Docker, PyTorch, R",Master,9,Transportation,2024-09-28,2024-11-13,1340,9.0,AI Innovations
Machine Learning Engineer,108267,USD,MI,CT,Switzerland,M,Switzerland,0,"GCP, TensorFlow, Computer Vision, PyTorch, Azure",Bachelor,4,Energy,2024-08-20,2024-10-07,1918,6.3,Cloud AI Solutions
ML Ops Engineer,173647,USD,SE,FL,Switzerland,L,Switzerland,100,"Spark, SQL, Scala",Master,7,Automotive,2024-09-11,2024-10-01,1975,8.3,Digital Transformation LLC
NLP Engineer,103919,USD,MI,CT,Sweden,L,Sweden,0,"GCP, Data Visualization, Tableau, Java, Mathematics",PhD,4,Consulting,2024-08-07,2024-10-06,1121,9.3,Cloud AI Solutions
AI Product Manager,210623,USD,SE,PT,Switzerland,L,Switzerland,0,"Spark, Scala, SQL, Statistics, MLOps",Associate,7,Manufacturing,2024-12-20,2025-02-08,1053,9.0,Cognitive Computing
Research Scientist,241352,SGD,EX,CT,Singapore,L,Singapore,50,"Mathematics, Azure, Hadoop",Associate,12,Healthcare,2024-10-10,2024-11-02,1924,8.7,Algorithmic Solutions
Machine Learning Researcher,64252,USD,MI,PT,South Korea,M,South Korea,0,"Kubernetes, PyTorch, TensorFlow, Docker, NLP",PhD,3,Government,2024-02-15,2024-04-18,707,6.0,DeepTech Ventures
AI Research Scientist,49035,USD,EN,FT,China,M,China,100,"Git, Kubernetes, Computer Vision, SQL",Bachelor,0,Energy,2024-07-23,2024-09-04,1206,8.4,Cloud AI Solutions
AI Specialist,83562,USD,MI,CT,Sweden,M,Sweden,50,"Linux, NLP, R",Bachelor,2,Energy,2024-02-25,2024-04-12,1690,9.2,DataVision Ltd
Data Scientist,81953,EUR,EN,PT,Germany,L,Germany,50,"Hadoop, Python, GCP, Deep Learning",Bachelor,0,Manufacturing,2024-12-21,2025-01-18,967,7.3,Neural Networks Co
Data Analyst,115690,SGD,MI,CT,Singapore,M,Singapore,0,"Python, MLOps, Git",Master,2,Consulting,2024-11-25,2024-12-20,1357,6.2,Future Systems
Machine Learning Researcher,117119,USD,SE,FT,India,L,India,0,"Python, GCP, Data Visualization, Git, Tableau",Bachelor,9,Consulting,2024-07-05,2024-09-05,1985,5.9,Neural Networks Co
AI Research Scientist,87945,JPY,MI,FT,Japan,M,Japan,0,"Computer Vision, PyTorch, Data Visualization",Associate,2,Consulting,2025-04-30,2025-06-13,1525,6.3,Autonomous Tech
AI Product Manager,124299,USD,SE,FT,Finland,M,Finland,50,"TensorFlow, Python, Mathematics, Statistics, AWS",PhD,8,Finance,2024-04-16,2024-05-04,2498,7.0,Autonomous Tech
Data Scientist,253805,GBP,EX,CT,United Kingdom,L,United Kingdom,0,"Python, Statistics, TensorFlow",Master,15,Telecommunications,2024-02-27,2024-05-08,2038,9.9,Smart Analytics
Data Engineer,30093,USD,MI,FT,India,L,India,0,"Python, Computer Vision, Statistics",PhD,2,Real Estate,2024-07-08,2024-07-23,1079,5.6,DeepTech Ventures
AI Consultant,140279,USD,SE,FT,Israel,L,Israel,100,"Data Visualization, SQL, Docker, TensorFlow",Bachelor,7,Media,2024-03-27,2024-05-16,725,9.6,Cognitive Computing
Autonomous Systems Engineer,110323,EUR,MI,FL,Netherlands,M,Netherlands,0,"Java, R, MLOps, Statistics",Master,4,Government,2024-01-10,2024-03-04,1505,6.2,AI Innovations
Data Analyst,108228,EUR,SE,PT,Netherlands,S,Netherlands,50,"Data Visualization, Python, NLP, Mathematics, Kubernetes",Bachelor,5,Finance,2024-06-05,2024-07-25,944,8.7,TechCorp Inc
AI Specialist,109839,USD,MI,PT,Norway,M,Norway,0,"Tableau, AWS, Python",PhD,2,Energy,2025-01-19,2025-03-22,2213,5.6,Digital Transformation LLC
AI Specialist,69593,USD,MI,FT,Israel,M,Canada,100,"PyTorch, AWS, Computer Vision",Master,4,Gaming,2024-01-04,2024-02-15,1999,8.0,Algorithmic Solutions
Data Engineer,189050,USD,SE,CT,United States,L,United States,0,"Scala, TensorFlow, Linux, Azure, Mathematics",Associate,6,Manufacturing,2024-04-19,2024-06-07,1427,7.7,Autonomous Tech
Machine Learning Engineer,280691,USD,EX,FT,Sweden,L,Sweden,50,"PyTorch, SQL, GCP",Associate,18,Finance,2024-11-03,2024-12-14,1101,5.1,Neural Networks Co
Autonomous Systems Engineer,37110,USD,EN,CT,India,M,India,50,"Statistics, Tableau, Hadoop, Git, Linux",Master,0,Media,2025-03-07,2025-04-09,546,6.8,Machine Intelligence Group
AI Specialist,93107,USD,MI,FT,Ireland,L,Mexico,0,"PyTorch, GCP, Tableau",Associate,3,Gaming,2024-03-18,2024-04-05,2334,9.5,Smart Analytics
AI Research Scientist,64330,EUR,EN,FT,Austria,M,Austria,0,"Deep Learning, Tableau, Python, Azure",Bachelor,0,Media,2024-03-05,2024-03-25,1355,7.6,Digital Transformation LLC
Research Scientist,139402,USD,SE,PT,United States,M,Canada,0,"SQL, R, Deep Learning, Azure, MLOps",Bachelor,6,Retail,2024-07-21,2024-10-01,1666,5.1,Smart Analytics
Deep Learning Engineer,194760,USD,EX,FT,Israel,M,Israel,100,"Python, Tableau, Git, TensorFlow",Master,17,Technology,2024-04-17,2024-05-18,2424,5.2,TechCorp Inc
AI Research Scientist,108083,GBP,SE,FL,United Kingdom,S,United Kingdom,0,"Kubernetes, Scala, Data Visualization, Hadoop, Mathematics",PhD,9,Media,2024-03-03,2024-03-26,819,6.2,Predictive Systems
NLP Engineer,84797,EUR,MI,CT,France,L,France,50,"TensorFlow, Python, Hadoop, Kubernetes",Bachelor,4,Real Estate,2025-04-08,2025-05-29,1787,5.1,TechCorp Inc
Principal Data Scientist,88078,USD,MI,PT,Israel,L,Israel,0,"Kubernetes, TensorFlow, SQL, Spark",Bachelor,2,Automotive,2024-03-31,2024-04-24,1515,8.7,Machine Intelligence Group
Robotics Engineer,243016,USD,EX,CT,Norway,S,Norway,0,"SQL, Deep Learning, Data Visualization",PhD,14,Consulting,2024-04-20,2024-06-27,2207,5.9,Machine Intelligence Group
AI Consultant,152037,USD,EX,CT,Japan,M,Japan,0,"Hadoop, R, Java, Tableau",Bachelor,16,Gaming,2025-01-08,2025-02-19,726,9.9,Quantum Computing Inc
NLP Engineer,73557,EUR,EN,FT,Germany,M,Germany,50,"R, Data Visualization, Linux",Associate,0,Automotive,2024-04-08,2024-05-06,2105,7.3,Future Systems
Machine Learning Researcher,74737,USD,EN,PT,Finland,M,Germany,0,"GCP, Java, R, Docker",PhD,0,Media,2024-05-13,2024-07-15,2338,9.9,DataVision Ltd
AI Architect,71833,CAD,MI,FT,Canada,M,Belgium,0,"Java, SQL, Spark",Master,4,Telecommunications,2024-09-15,2024-11-25,2415,8.3,Predictive Systems
Machine Learning Engineer,147728,USD,SE,FL,Singapore,M,Austria,0,"Git, Data Visualization, Kubernetes",PhD,6,Automotive,2024-06-07,2024-06-22,1263,6.9,Digital Transformation LLC
Data Scientist,126474,USD,SE,CT,Israel,L,Russia,100,"Tableau, Java, Kubernetes",Master,6,Consulting,2025-02-20,2025-04-07,1834,5.9,AI Innovations
Machine Learning Researcher,88382,USD,SE,CT,Japan,M,Japan,0,"Hadoop, Spark, PyTorch",Master,7,Telecommunications,2024-08-26,2024-10-05,1237,6.8,Neural Networks Co
ML Ops Engineer,181110,GBP,SE,PT,United Kingdom,L,Mexico,0,"SQL, R, Scala",Bachelor,5,Consulting,2025-04-09,2025-04-29,692,7.4,Autonomous Tech
Data Engineer,116393,EUR,SE,FT,Germany,M,Germany,100,"MLOps, Scala, Azure, GCP, Kubernetes",Associate,8,Finance,2024-08-03,2024-09-12,2354,6.9,Cloud AI Solutions
Principal Data Scientist,125509,USD,MI,FT,Norway,M,Norway,0,"MLOps, Statistics, Kubernetes",PhD,3,Transportation,2024-12-23,2025-01-27,2272,8.5,Advanced Robotics
Data Engineer,31111,USD,MI,CT,India,M,Argentina,100,"Spark, Kubernetes, Mathematics",PhD,3,Gaming,2024-09-21,2024-11-08,2004,5.8,Predictive Systems
AI Research Scientist,124343,EUR,EX,FT,Germany,S,Switzerland,0,"Statistics, Python, Mathematics, GCP",PhD,10,Government,2024-12-18,2025-01-10,917,7.7,Digital Transformation LLC
Data Scientist,63522,USD,MI,FT,Israel,L,Sweden,100,"AWS, NLP, Tableau",PhD,2,Real Estate,2024-03-27,2024-04-27,1988,6.7,Future Systems
